distance_from_seattle,distance_from_bellevue
12.415876079137265,12.26768494852205
12.49893217934891,14.551498297380263
16.26716743649223,13.777826912969013
10.710731606446192,17.67016274542403
21.852320399305064,11.912804269763061
25.36690480284612,15.571721327253732
33.31026506478072,35.245189821529095
22.26321267697507,24.383327373547914
10.774931296862702,15.215548492443165
35.258605452669535,30.39814393327356
14.373252128384369,4.715637454385527
9.57780213633503,10.585841368338846
18.172808930433867,15.70770696138677
21.84029741361352,11.916674946658055
8.024650709758395,15.474038961548429
5.107798548631752,13.736253244520878
30.97072731251682,21.99167812410141
6.202793952366339,11.77151588462505
34.715680094841716,34.10103463402703
30.65224925942748,32.20093736237164
10.38047168943323,14.102475478876473
11.597985920279491,9.586339489781993
33.84665550000759,32.23684691863005
31.200347782792093,29.29979773755749
28.930142444353237,26.97709409994518
34.99684422449512,34.570080627099124
3.720498219114276,11.974202050276158
2.2026293993933748,8.282813186816046
9.842530908020422,11.586074529426428
20.15572800794123,12.391837849606066
21.443657228975322,13.159701123554248
13.234344124647311,16.913396379963775
8.468158990559841,14.358280126876796
9.324347609428697,15.190034329255326
24.270474264230817,21.194021383364124
8.406964011390508,10.903952949556498
16.399047479966057,7.471826771563136
7.050906404519698,13.311037870365752
30.860833373029458,31.84129255480752
14.658138582471302,9.669578960706595
23.193258115912126,13.26200482649721
18.275898925578673,21.795459578819173
25.42416861935423,16.04503680735287
4.129138360566001,12.333104982133774
21.586298772256335,18.70160158430318
30.810801160172314,22.216170679014482
33.7486152510761,36.57797713306634
13.93605725444337,3.9896038147662587
8.262755876851845,10.17892770926011
24.37917306094553,29.953487137051095
20.42143321144353,22.88670955883794
16.97078592226597,13.628550053646178
8.726736342163854,15.317196493476894
10.270521895055115,15.452065836929872
6.748278455659439,7.395998505201201
6.600593771390828,8.105408947947488
31.75703272369291,28.52695880719983
31.44501484244633,28.390609591716565
16.685693701944274,7.2689908283851015
18.15160141413595,12.870127850034153
19.526908675641103,22.631989840515406
19.192519095795316,22.19937074227691
18.511891869477516,21.899694272262465
7.582409544698018,11.02502776967564
2.955341131102911,6.993249802020037
4.536926710006936,8.772216906340638
11.250291799584206,3.8902556772990895
30.761278142146786,31.141006939617302
32.31267695669326,29.05250406975972
9.389390948256828,1.8383659818214524
14.061035893546102,5.26415783504899
18.388614895762814,13.54480440951539
12.521277762270827,12.863102120288707
35.66675104858619,31.00988382524895
34.85954048274281,31.007641458419968
26.3638359948773,16.682205999240853
15.854295644947245,6.0685760183428545
6.666069024231258,15.380833466937466
10.911756707573039,14.42025290889849
37.81733761917181,33.25689182325373
37.83807582094346,32.87530430114172
36.926102738821626,32.36247310523824
7.66606454077523,10.004279571995477
20.01323369513149,15.507998298021619
13.180029656464331,14.6635807968217
3.471105966570973,12.23948475831629
37.08597461666827,36.11690919486289
14.08603630728579,10.319946874108828
14.725378931856824,10.872583682516144
8.64318973649177,16.133692434452907
35.62810253636298,38.373688076146266
